"gene","GO_Description"
"evm.TU.Ap4.3948",NA
"evm.TU.Ap4.3949","Myb/SANT-like DNA-binding domain-containing protein 4 OS=Xenopus tropicalis GN=msantd4 PE=2 SV=1"
"evm.TU.Ap4.3946",NA
"evm.TU.Ap4.3947",NA
"evm.TU.Ap4.3944",NA
"evm.TU.Ap4.3945",NA
"evm.TU.Ap4.3942",NA
"evm.TU.Ap4.3943",NA
"evm.TU.Ap4.3940",NA
"evm.TU.Ap4.3941",NA
"evm.TU.Ap4.2307",NA
"evm.TU.Ap4.2306",NA
"evm.TU.Ap4.2305",NA
"evm.TU.Ap4.2304",NA
"evm.TU.Ap4.2303",NA
"evm.TU.Ap4.2302",NA
"evm.TU.Ap4.2301",NA
"evm.TU.Ap4.2300",NA
"evm.TU.Ap4.2309",NA
"evm.TU.Ap4.2308",NA
"evm.TU.Ap4.6817",NA
"evm.TU.Ap4.6816","Cytochrome P450 1A1 OS=Pleuronectes platessa GN=cyp1a1 PE=2 SV=1"
"evm.TU.Ap4.6815",NA
"evm.TU.Ap4.6814",NA
"evm.TU.Ap4.6813",NA
"evm.TU.Ap4.6812","Short-chain collagen C4 (Fragment) OS=Ephydatia muelleri PE=2 SV=1"
"evm.TU.Ap4.6811","Short-chain collagen C4 (Fragment) OS=Ephydatia muelleri PE=2 SV=1"
"evm.TU.Ap4.6810","Glycine-rich RNA-binding protein RZ1A OS=Arabidopsis thaliana GN=RZ1A PE=1 SV=1"
"evm.TU.Ap4.6819","Short-chain collagen C4 (Fragment) OS=Ephydatia muelleri PE=2 SV=1"
"evm.TU.Ap4.6818","Neurocan core protein OS=Pan troglodytes GN=NCAN PE=2 SV=1"
"evm.TU.Ap4.1456","Acyl-coenzyme A thioesterase 2, mitochondrial OS=Mus musculus GN=Acot2 PE=1 SV=2"
"evm.TU.Ap4.1457","Acyl-coenzyme A thioesterase 3 OS=Mus musculus GN=Acot3 PE=1 SV=1"
"evm.TU.Ap4.1454",NA
"evm.TU.Ap4.1455",NA
"evm.TU.Ap4.1452",NA
"evm.TU.Ap4.1453",NA
"evm.TU.Ap4.1450",NA
"evm.TU.Ap4.1451",NA
"evm.TU.Ap4.1458",NA
"evm.TU.Ap4.1459","Coagulation factor IX OS=Mus musculus GN=F9 PE=2 SV=3"
"evm.TU.Ap4.839_evm.TU.Ap4.840_evm.TU.Ap4.841","Vacuolar protein 8 OS=Komagataella pastoris GN=VAC8 PE=3 SV=3"
"evm.TU.Ap4.3168","T-box-containing protein 2 OS=Halocynthia roretzi GN=T2 PE=2 SV=1"
"evm.TU.Ap4.3169",NA
"evm.TU.Ap4.3164",NA
"evm.TU.Ap4.3165",NA
"evm.TU.Ap4.3166",NA
"evm.TU.Ap4.3167","T-box-containing protein 2 OS=Halocynthia roretzi GN=T2 PE=2 SV=1"
"evm.TU.Ap4.3160","Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis PE=4 SV=1"
"evm.TU.Ap4.3161",NA
"evm.TU.Ap4.3162","Exonuclease 1 OS=Xenopus laevis GN=exo1 PE=2 SV=1"
"evm.TU.Ap4.3163",NA
"evm.TU.Ap4.6109",NA
"evm.TU.Ap4.6108",NA
"evm.TU.Ap4.6107","Angiopoietin-related protein 7 OS=Homo sapiens GN=ANGPTL7 PE=1 SV=1"
"evm.TU.Ap4.6106","Angiopoietin-related protein 7 OS=Bos taurus GN=ANGPTL7 PE=2 SV=1"
"evm.TU.Ap4.979",NA
"evm.TU.Ap4.978","Intelectin-1a OS=Mus musculus GN=Itln1 PE=1 SV=1"
"evm.TU.Ap4.971",NA
"evm.TU.Ap4.970",NA
"evm.TU.Ap4.973",NA
"evm.TU.Ap4.972","Cholesterol oxidase OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) GN=choD PE=3 SV=1"
"evm.TU.Ap4.975",NA
"evm.TU.Ap4.974",NA
"evm.TU.Ap4.977","Acyl-coenzyme A synthetase ACSM3, mitochondrial OS=Homo sapiens GN=ACSM3 PE=1 SV=2"
"evm.TU.Ap4.976",NA
"evm.TU.Ap4.2480",NA
"evm.TU.Ap4.2481",NA
"evm.TU.Ap4.2482",NA
"evm.TU.Ap4.2483",NA
"evm.TU.Ap4.2484",NA
"evm.TU.Ap4.2485",NA
"evm.TU.Ap4.2486",NA
"evm.TU.Ap4.2487",NA
"evm.TU.Ap4.2488",NA
"evm.TU.Ap4.2489",NA
"evm.TU.Ap4.117.1.5f15dd3e","Solute carrier family 22 member 15 OS=Homo sapiens GN=SLC22A15 PE=2 SV=1"
"evm.TU.Ap4.117","Solute carrier family 22 member 15 OS=Homo sapiens GN=SLC22A15 PE=2 SV=1"
"evm.TU.Ap4.116",NA
"evm.TU.Ap4.115",NA
"evm.TU.Ap4.114",NA
"evm.TU.Ap4.113",NA
"evm.TU.Ap4.112",NA
"evm.TU.Ap4.111.1.5f15dd3a","Rho family-interacting cell polarization regulator 2 OS=Bos taurus GN=RIPOR2 PE=2 SV=1"
"evm.TU.Ap4.111","Rho family-interacting cell polarization regulator 2 OS=Bos taurus GN=RIPOR2 PE=2 SV=1"
"evm.TU.Ap4.110",NA
"evm.TU.Ap4.119","Solute carrier family 22 member 15 OS=Xenopus laevis GN=slc22a15 PE=2 SV=2"
"evm.TU.Ap4.118","Organic cation/carnitine transporter 4 OS=Arabidopsis thaliana GN=OCT4 PE=2 SV=1"
"evm.TU.Ap4.2978",NA
"evm.TU.Ap4.2979",NA
"evm.TU.Ap4.2970",NA
"evm.TU.Ap4.2971","Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1"
"evm.TU.Ap4.2972","Pro-Pol polyprotein OS=Simian foamy virus (isolate chimpanzee) GN=pol PE=3 SV=1"
"evm.TU.Ap4.2973","Transposon Tf2-3 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-3 PE=1 SV=1"
"evm.TU.Ap4.2974",NA
"evm.TU.Ap4.2975",NA
"evm.TU.Ap4.2976",NA
"evm.TU.Ap4.2977",NA
"evm.TU.Ap4.4983",NA
"evm.TU.Ap4.4982",NA
"evm.TU.Ap4.4981",NA
"evm.TU.Ap4.4980",NA
"evm.TU.Ap4.4987",NA
"evm.TU.Ap4.4986",NA
"evm.TU.Ap4.4985",NA
"evm.TU.Ap4.4984",NA
"evm.TU.Ap4.4989",NA
"evm.TU.Ap4.4988","Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=3 SV=1"
"evm.TU.Ap4.758","Rhamnose-binding lectin OS=Silurus asotus PE=1 SV=1"
"evm.TU.Ap4.751","Lipoxygenase homology domain-containing protein 1 OS=Mus musculus GN=Loxhd1 PE=2 SV=1"
"evm.TU.Ap4.750","Adenosine receptor A2b OS=Gallus gallus GN=ADORA2B PE=2 SV=1"
"evm.TU.Ap4.753","Retrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster GN=pol PE=3 SV=1"
"evm.TU.Ap4.752",NA
"evm.TU.Ap4.755","WD repeat-containing protein 76 OS=Xenopus laevis GN=wdr76 PE=2 SV=1"
"evm.TU.Ap4.754","Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1"
"evm.TU.Ap4.6606","D(5)-like dopamine receptor OS=Takifugu rubripes GN=dl PE=3 SV=1"
"evm.TU.Ap4.6607","Thyroxine 5-deiodinase (Fragment) OS=Gallus gallus GN=DIO3 PE=2 SV=3"
"evm.TU.Ap4.6604","Melatonin-related receptor OS=Ovis aries GN=GPR50 PE=2 SV=2"
"evm.TU.Ap4.6605","Probable phospholipid-transporting ATPase IIB OS=Homo sapiens GN=ATP9B PE=2 SV=4"
"evm.TU.Ap4.6602",NA
"evm.TU.Ap4.6603","Probable phospholipid-transporting ATPase IIB OS=Danio rerio GN=atp9b PE=3 SV=1"
"evm.TU.Ap4.6600","Protein mab-21 OS=Drosophila pseudoobscura pseudoobscura GN=mab-21 PE=3 SV=1"
"evm.TU.Ap4.6601","Protein mab-21-like OS=Drosophila melanogaster GN=CG4766 PE=2 SV=1"
"evm.TU.Ap4.6608","Type II iodothyronine deiodinase OS=Rattus norvegicus GN=Dio2 PE=2 SV=4"
"evm.TU.Ap4.6609","Polycystic kidney disease protein 1-like 2 OS=Homo sapiens GN=PKD1L2 PE=1 SV=4"
"evm.TU.Ap4.2116","Ankyrin repeat and LEM domain-containing protein 1 OS=Homo sapiens GN=ANKLE1 PE=1 SV=2"
"evm.TU.Ap4.2117",NA
"evm.TU.Ap4.2114","Ankyrin repeat and LEM domain-containing protein 1 OS=Homo sapiens GN=ANKLE1 PE=1 SV=2"
"evm.TU.Ap4.2115",NA
"evm.TU.Ap4.2112","Ankyrin repeat and LEM domain-containing protein 1 OS=Homo sapiens GN=ANKLE1 PE=1 SV=2"
"evm.TU.Ap4.2113",NA
"evm.TU.Ap4.2110","Ankyrin repeat and LEM domain-containing protein 1 OS=Mus musculus GN=Ankle1 PE=2 SV=1"
"evm.TU.Ap4.2111",NA
"evm.TU.Ap4.2118",NA
"evm.TU.Ap4.2119",NA
"evm.TU.Ap4.4996",NA
"evm.TU.Ap4.4997",NA
"evm.TU.Ap4.4990",NA
"evm.TU.Ap4.4991",NA
"evm.TU.Ap4.4992",NA
"evm.TU.Ap4.4993",NA
"evm.TU.Ap4.3649",NA
"evm.TU.Ap4.3648",NA
"evm.TU.Ap4.3641",NA
"evm.TU.Ap4.3640",NA
"evm.TU.Ap4.3643",NA
"evm.TU.Ap4.3642",NA
"evm.TU.Ap4.3645",NA
"evm.TU.Ap4.3644",NA
"evm.TU.Ap4.3647",NA
"evm.TU.Ap4.3646",NA
"evm.TU.Ap4.4518",NA
"evm.TU.Ap4.4519",NA
"evm.TU.Ap4.4510",NA
"evm.TU.Ap4.4511",NA
"evm.TU.Ap4.4512",NA
"evm.TU.Ap4.4513",NA
"evm.TU.Ap4.4514",NA
"evm.TU.Ap4.4515",NA
"evm.TU.Ap4.4516",NA
"evm.TU.Ap4.4517",NA
"evm.TU.Ap4.3047",NA
"evm.TU.Ap4.3046",NA
"evm.TU.Ap4.3045",NA
"evm.TU.Ap4.3043","Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis PE=4 SV=1"
"evm.TU.Ap4.3042","Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis PE=4 SV=1"
"evm.TU.Ap4.3041",NA
"evm.TU.Ap4.3040",NA
"evm.TU.Ap4.5391","Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1"
"evm.TU.Ap4.5390","Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1"
"evm.TU.Ap4.5393","TNF receptor-associated factor 6-A OS=Xenopus laevis GN=traf6-a PE=1 SV=1"
"evm.TU.Ap4.5392","Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1"
"evm.TU.Ap4.5395",NA
"evm.TU.Ap4.5394","TNF receptor-associated factor 6 OS=Cercocebus atys GN=TRAF6 PE=2 SV=1"
"evm.TU.Ap4.5397","Protein O-mannose kinase OS=Xenopus laevis GN=pomk PE=2 SV=1"
"evm.TU.Ap4.5396","Nuclear envelope phosphatase-regulatory subunit 1 OS=Danio rerio GN=cnep1r1 PE=2 SV=1"
"evm.TU.Ap4.5399","F-box/LRR-repeat protein 14 OS=Homo sapiens GN=FBXL14 PE=1 SV=1"
"evm.TU.Ap4.5398",NA
"evm.TU.Ap4.99","60S ribosomal protein L32 OS=Bos taurus GN=RPL32 PE=2 SV=3"
"evm.TU.Ap4.98","F-box/LRR-repeat protein 20 OS=Mus musculus GN=Fbxl20 PE=1 SV=3"
"evm.TU.Ap4.93","RNA-binding protein 38 OS=Homo sapiens GN=RBM38 PE=1 SV=2"
"evm.TU.Ap4.92",NA
"evm.TU.Ap4.91",NA
"evm.TU.Ap4.90",NA
"evm.TU.Ap4.97",NA
"evm.TU.Ap4.96",NA
"evm.TU.Ap4.95",NA
"evm.TU.Ap4.94",NA
"evm.TU.Ap4.6448",NA
"evm.TU.Ap4.6449","Contactin-associated protein-like 2 OS=Mus musculus GN=Cntnap2 PE=1 SV=2"
"evm.TU.Ap4.6440",NA
"evm.TU.Ap4.6441",NA
"evm.TU.Ap4.6442",NA
"evm.TU.Ap4.6443",NA
"evm.TU.Ap4.6444",NA
"evm.TU.Ap4.6445",NA
"evm.TU.Ap4.6446",NA
"evm.TU.Ap4.6447",NA
"evm.TU.Ap4.3258",NA
"evm.TU.Ap4.3259","Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1"
"evm.TU.Ap4.3256",NA
"evm.TU.Ap4.3257",NA
"evm.TU.Ap4.3254",NA
"evm.TU.Ap4.3255",NA
"evm.TU.Ap4.3252",NA
"evm.TU.Ap4.3253",NA
"evm.TU.Ap4.3250",NA
"evm.TU.Ap4.3251",NA
"evm.TU.Ap4.3878",NA
"evm.TU.Ap4.3879",NA
"evm.TU.Ap4.3872",NA
"evm.TU.Ap4.3873",NA
"evm.TU.Ap4.3870",NA
"evm.TU.Ap4.3871",NA
"evm.TU.Ap4.3876",NA
"evm.TU.Ap4.3877",NA
"evm.TU.Ap4.3874",NA
"evm.TU.Ap4.3875",NA
"evm.TU.Ap4.5153",NA
"evm.TU.Ap4.5152",NA
"evm.TU.Ap4.5151",NA
"evm.TU.Ap4.5150",NA
"evm.TU.Ap4.5157","Neuroguidin OS=Homo sapiens GN=NGDN PE=1 SV=1"
"evm.TU.Ap4.5156",NA
"evm.TU.Ap4.5155",NA
"evm.TU.Ap4.5154",NA
"evm.TU.Ap4.5159","Methyltransferase-like protein 27 OS=Homo sapiens GN=METTL27 PE=1 SV=2"
"evm.TU.Ap4.5158",NA
"evm.TU.Ap4.5845","L-ascorbate oxidase OS=Nicotiana tabacum GN=AAO PE=2 SV=1"
"evm.TU.Ap4.5844","Putative laccase-17 OS=Oryza sativa subsp. japonica GN=LAC17 PE=3 SV=1"
"evm.TU.Ap4.5847","Laccase-2 OS=Botryotinia fuckeliana GN=lcc2 PE=2 SV=1"
"evm.TU.Ap4.5846","Laccase-2 OS=Trametes villosa GN=LCC2 PE=3 SV=1"
"evm.TU.Ap4.5841","L-ascorbate oxidase OS=Nicotiana tabacum GN=AAO PE=2 SV=1"
"evm.TU.Ap4.5840","Laccase-5 OS=Trametes villosa GN=LCC5 PE=3 SV=2"
"evm.TU.Ap4.5843","L-ascorbate oxidase OS=Nicotiana tabacum GN=AAO PE=2 SV=1"
"evm.TU.Ap4.5842","L-ascorbate oxidase OS=Nicotiana tabacum GN=AAO PE=2 SV=1"
"evm.TU.Ap4.5849",NA
"evm.TU.Ap4.5848","Cleavage and polyadenylation specificity factor subunit 2 OS=Mus musculus GN=Cpsf2 PE=1 SV=1"
"evm.TU.Ap4.7142",NA
"evm.TU.Ap4.7143",NA
"evm.TU.Ap4.7140",NA
"evm.TU.Ap4.7141",NA
"evm.TU.Ap4.7146","Transcription factor MafB OS=Coturnix japonica GN=MAFB PE=1 SV=1"
"evm.TU.Ap4.7147","Transcription factor Maf OS=Danio rerio GN=maf PE=1 SV=1"
"evm.TU.Ap4.7144","Wnt inhibitory factor 1 OS=Homo sapiens GN=WIF1 PE=1 SV=3"
"evm.TU.Ap4.7145","Xylosyltransferase oxt OS=Drosophila melanogaster GN=oxt PE=2 SV=1"
"evm.TU.Ap4.7148","Transcription factor Maf OS=Danio rerio GN=maf PE=1 SV=1"
"evm.TU.Ap4.7149","Transcription factor MafA OS=Xenopus tropicalis GN=mafa PE=2 SV=1"
"evm.TU.Ap4.4495","Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1"
"evm.TU.Ap4.4494",NA
"evm.TU.Ap4.4497",NA
"evm.TU.Ap4.4496",NA
"evm.TU.Ap4.4491",NA
"evm.TU.Ap4.4490","Zinc finger protein 862 OS=Homo sapiens GN=ZNF862 PE=2 SV=2"
"evm.TU.Ap4.4493",NA
"evm.TU.Ap4.4499",NA
"evm.TU.Ap4.4498",NA
"evm.TU.Ap4.4729","Regulatory protein AfsR OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) GN=afsR PE=3 SV=2"
"evm.TU.Ap4.4728","E3 ubiquitin-protein ligase DZIP3 OS=Homo sapiens GN=DZIP3 PE=1 SV=2"
"evm.TU.Ap4.4723","Leukocyte receptor cluster member 1 OS=Homo sapiens GN=LENG1 PE=1 SV=1"
"evm.TU.Ap4.4722","NHL repeat-containing protein 2 OS=Mus musculus GN=Nhlrc2 PE=1 SV=1"
"evm.TU.Ap4.4721","NHL repeat-containing protein 2 OS=Mus musculus GN=Nhlrc2 PE=1 SV=1"
"evm.TU.Ap4.4720","Ankyrin-3 OS=Mus musculus GN=Ank3 PE=1 SV=1"
"evm.TU.Ap4.4727","Translocon-associated protein subunit alpha OS=Homo sapiens GN=SSR1 PE=1 SV=3"
"evm.TU.Ap4.4726","NEDD8 OS=Drosophila melanogaster GN=Nedd8 PE=1 SV=1"
"evm.TU.Ap4.4725","Cysteine and histidine-rich protein 1 OS=Danio rerio GN=cyhr1 PE=2 SV=1"
"evm.TU.Ap4.4724",NA
"evm.TU.Ap4.5458",NA
"evm.TU.Ap4.5459",NA
"evm.TU.Ap4.5452",NA
"evm.TU.Ap4.5453",NA
"evm.TU.Ap4.5450",NA
"evm.TU.Ap4.5451",NA
"evm.TU.Ap4.5456",NA
"evm.TU.Ap4.5457",NA
"evm.TU.Ap4.5454",NA
"evm.TU.Ap4.5455",NA
"evm.TU.Ap4.1728","Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=3 SV=1"
"evm.TU.Ap4.1729",NA
"evm.TU.Ap4.1720",NA
"evm.TU.Ap4.1721.1.5f15e08e","Multidrug resistance-associated protein 9 OS=Rattus norvegicus GN=Abcc12 PE=2 SV=1"
"evm.TU.Ap4.1721","Multidrug resistance-associated protein 4 OS=Homo sapiens GN=ABCC4 PE=1 SV=3"
"evm.TU.Ap4.1722",NA
"evm.TU.Ap4.1723","Multidrug resistance-associated protein 1 OS=Gallus gallus GN=ABCC1 PE=2 SV=1"
"evm.TU.Ap4.1724",NA
"evm.TU.Ap4.1725",NA
"evm.TU.Ap4.1726","Laminin subunit beta-3 OS=Mus musculus GN=Lamb3 PE=1 SV=2"
"evm.TU.Ap4.1727",NA
"evm.TU.Ap4.3478",NA
"evm.TU.Ap4.3479",NA
"evm.TU.Ap4.3476",NA
"evm.TU.Ap4.3477",NA
"evm.TU.Ap4.3474",NA
"evm.TU.Ap4.3475",NA
"evm.TU.Ap4.3472",NA
"evm.TU.Ap4.3473",NA
"evm.TU.Ap4.3470",NA
"evm.TU.Ap4.3471",NA
"evm.TU.Ap4.6181","Alpha-1A adrenergic receptor OS=Bos taurus GN=ADRA1A PE=2 SV=1"
"evm.TU.Ap4.6180",NA
"evm.TU.Ap4.6185","Histamine H2 receptor OS=Mus musculus GN=Hrh2 PE=2 SV=2"
"evm.TU.Ap4.6184","Trace amine-associated receptor 7e OS=Rattus norvegicus GN=Taar7e PE=3 SV=1"
"evm.TU.Ap4.6187","Dual specificity protein phosphatase 22 OS=Homo sapiens GN=DUSP22 PE=1 SV=1"
"evm.TU.Ap4.6186","Interferon regulatory factor 2 OS=Homo sapiens GN=IRF2 PE=1 SV=2"
"evm.TU.Ap4.6189","Kelch-like protein 20 OS=Xenopus laevis GN=klhl20 PE=2 SV=1"
"evm.TU.Ap4.6188","Glutamate receptor ionotropic, kainate 2 OS=Homo sapiens GN=GRIK2 PE=1 SV=1"
"evm.TU.Ap4.2408",NA
"evm.TU.Ap4.2409",NA
"evm.TU.Ap4.2400",NA
"evm.TU.Ap4.2401",NA
"evm.TU.Ap4.2402",NA
"evm.TU.Ap4.2403",NA
"evm.TU.Ap4.2404",NA
"evm.TU.Ap4.2405","Probable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster GN=X-element\ORF2 PE=3 SV=1"
"evm.TU.Ap4.2406",NA
"evm.TU.Ap4.2407",NA
"evm.TU.Ap4.4129",NA
"evm.TU.Ap4.4128",NA
"evm.TU.Ap4.4125",NA
"evm.TU.Ap4.4124",NA
"evm.TU.Ap4.4127",NA
"evm.TU.Ap4.4126",NA
"evm.TU.Ap4.4121",NA
"evm.TU.Ap4.4120",NA
"evm.TU.Ap4.4123",NA
"evm.TU.Ap4.4122","Proto-oncogene serine/threonine-protein kinase mos OS=Sus scrofa GN=MOS PE=2 SV=1"
"evm.TU.Ap4.5298","Tyrosine-protein kinase transmembrane receptor ROR2 OS=Homo sapiens GN=ROR2 PE=1 SV=2"
"evm.TU.Ap4.5299","Receptor-type tyrosine-protein phosphatase F OS=Mus musculus GN=Ptprf PE=1 SV=1"
"evm.TU.Ap4.5294","Engulfment and cell motility protein 1 OS=Homo sapiens GN=ELMO1 PE=1 SV=2"
"evm.TU.Ap4.5295","Thiamine-triphosphatase OS=Mus musculus GN=Thtpa PE=1 SV=3"
"evm.TU.Ap4.5296","Protein sidekick-1 OS=Mus musculus GN=Sdk1 PE=1 SV=1"
"evm.TU.Ap4.5297","Tyrosine-protein kinase transmembrane receptor ROR2 OS=Homo sapiens GN=ROR2 PE=1 SV=2"
"evm.TU.Ap4.5290","60S ribosomal protein L14 OS=Lumbricus rubellus GN=RPL14 PE=3 SV=1"
"evm.TU.Ap4.5291",NA
"evm.TU.Ap4.5292",NA
"evm.TU.Ap4.5293","Dolichol-phosphate mannosyltransferase subunit 1 OS=Homo sapiens GN=DPM1 PE=1 SV=1"
"evm.TU.Ap4.4388",NA
"evm.TU.Ap4.269",NA
"evm.TU.Ap4.268","Vacuolar protein sorting-associated protein 18 homolog OS=Danio rerio GN=vps18 PE=2 SV=2"
"evm.TU.Ap4.261","Kelch-like protein 17 OS=Mus musculus GN=Klhl17 PE=1 SV=1"
"evm.TU.Ap4.260",NA
"evm.TU.Ap4.263",NA
"evm.TU.Ap4.262","26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=1 SV=3"
"evm.TU.Ap4.265",NA
"evm.TU.Ap4.264",NA
"evm.TU.Ap4.267","Molybdate-anion transporter OS=Homo sapiens GN=MFSD5 PE=1 SV=2"
"evm.TU.Ap4.266",NA
"evm.TU.Ap4.4387",NA
"evm.TU.Ap4.6259","Calretinin OS=Bos taurus GN=CALB2 PE=2 SV=1"
"evm.TU.Ap4.4386",NA
"evm.TU.Ap4.199.1.5f15dd71","LIM domain and actin-binding protein 1 OS=Mus musculus GN=Lima1 PE=1 SV=3"
"evm.TU.Ap4.199","LIM domain and actin-binding protein 1 OS=Mus musculus GN=Lima1 PE=1 SV=3"
"evm.TU.Ap4.198",NA
"evm.TU.Ap4.197",NA
"evm.TU.Ap4.196","Protein mab-21-like 2 OS=Homo sapiens GN=MAB21L2 PE=1 SV=1"
"evm.TU.Ap4.195","Guanylate-binding protein 3 OS=Homo sapiens GN=GBP3 PE=1 SV=3"
"evm.TU.Ap4.194","Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 (Fragment) OS=Nasonia vitripennis PE=3 SV=2"
"evm.TU.Ap4.193","Guanylate-binding protein 6 OS=Pongo abelii GN=GBP6 PE=2 SV=1"
"evm.TU.Ap4.192",NA
"evm.TU.Ap4.191",NA
"evm.TU.Ap4.190",NA
"evm.TU.Ap4.6843",NA
"evm.TU.Ap4.7335","DnaJ homolog subfamily A member 2 OS=Bos taurus GN=DNAJA2 PE=2 SV=1"
"evm.TU.Ap4.7334",NA
"evm.TU.Ap4.7337","Branched-chain-amino-acid aminotransferase-like protein 1 OS=Arabidopsis thaliana GN=At3g05190 PE=2 SV=1"
"evm.TU.Ap4.7336","Branched-chain-amino-acid aminotransferase-like protein 1 OS=Arabidopsis thaliana GN=At3g05190 PE=2 SV=1"
"evm.TU.Ap4.7330","Eukaryotic translation initiation factor 6 OS=Homo sapiens GN=EIF6 PE=1 SV=1"
"evm.TU.Ap4.7333","Low-density lipoprotein receptor-related protein 2 OS=Homo sapiens GN=LRP2 PE=1 SV=3"
"evm.TU.Ap4.7332","Zinc metalloprotease ZmpB OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) GN=zmpB PE=3 SV=2"
"evm.TU.Ap4.7339",NA
"evm.TU.Ap4.7338","Peptidase M20 domain-containing protein 2 OS=Homo sapiens GN=PM20D2 PE=1 SV=2"
"evm.TU.Ap4.1710","Cadherin-4 OS=Caenorhabditis elegans GN=cdh-4 PE=1 SV=3"
"evm.TU.Ap4.1714","Kinesin-II 95 kDa subunit OS=Strongylocentrotus purpuratus GN=KRP95 PE=1 SV=1"
"evm.TU.Ap4.1714.1.5f15e08a","Kinesin-II 95 kDa subunit OS=Strongylocentrotus purpuratus GN=KRP95 PE=1 SV=1"
"evm.TU.Ap4.1717",NA
"evm.TU.Ap4.3902","Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1"
"evm.TU.Ap4.3909",NA
"evm.TU.Ap4.2268","Heterochromatin protein 1 OS=Drosophila melanogaster GN=Su(var)205 PE=1 SV=2"
"evm.TU.Ap4.2269",NA
"evm.TU.Ap4.1087","Neuronal pentraxin-1 OS=Homo sapiens GN=NPTX1 PE=2 SV=2"
"evm.TU.Ap4.1086","Neuronal pentraxin-2 OS=Cavia porcellus GN=NPTX2 PE=1 SV=1"
"evm.TU.Ap4.1081","Thrombospondin-3 OS=Homo sapiens GN=THBS3 PE=1 SV=1"
"evm.TU.Ap4.1080","Leucine-rich repeat-containing G-protein coupled receptor 4 OS=Mus musculus GN=Lgr4 PE=1 SV=1"
"evm.TU.Ap4.1083","Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis PE=4 SV=1"
"evm.TU.Ap4.1082","LINE-1 reverse transcriptase homolog OS=Nycticebus coucang PE=3 SV=1"
"evm.TU.Ap4.2260",NA
"evm.TU.Ap4.2261",NA
"evm.TU.Ap4.2262",NA
"evm.TU.Ap4.2263",NA
"evm.TU.Ap4.2264",NA
"evm.TU.Ap4.2265",NA
"evm.TU.Ap4.2266",NA
"evm.TU.Ap4.2267",NA
"evm.TU.Ap4.6688","RYamide receptor OS=Drosophila melanogaster GN=RYa-R PE=2 SV=2"
"evm.TU.Ap4.6689","RYamide receptor OS=Drosophila melanogaster GN=RYa-R PE=2 SV=2"
"evm.TU.Ap4.6686",NA
"evm.TU.Ap4.6687",NA
"evm.TU.Ap4.6684","RYamide receptor OS=Drosophila melanogaster GN=RYa-R PE=2 SV=2"
"evm.TU.Ap4.6685",NA
"evm.TU.Ap4.6682","Somatostatin receptor type 4 OS=Rattus norvegicus GN=Sstr4 PE=1 SV=1"
"evm.TU.Ap4.6683",NA
"evm.TU.Ap4.6680","Neuromedin-U receptor 2 OS=Mus musculus GN=Nmur2 PE=2 SV=1"
"evm.TU.Ap4.6681","Neuromedin-U receptor 2 OS=Mus musculus GN=Nmur2 PE=2 SV=1"
"evm.TU.Ap4.2198","Putative ATP-dependent RNA helicase R290 OS=Acanthamoeba polyphaga mimivirus GN=MIMI_R290 PE=3 SV=1"
"evm.TU.Ap4.2199","P2X purinoceptor 7 OS=Homo sapiens GN=P2RX7 PE=1 SV=4"
"evm.TU.Ap4.2196",NA
"evm.TU.Ap4.2197",NA
"evm.TU.Ap4.2194",NA
"evm.TU.Ap4.2195",NA
"evm.TU.Ap4.2192",NA
"evm.TU.Ap4.2193",NA
"evm.TU.Ap4.2190",NA
"evm.TU.Ap4.2191","PiggyBac transposable element-derived protein 4 OS=Homo sapiens GN=PGBD4 PE=2 SV=3"
"evm.TU.Ap4.1559",NA
